mmsi,vessel_name,imo,call_sign,vessel_type,length,width,draft,cargo,transceiver_class
368187540,LOVEBUG,IMO9609940,WDM2378,37.0,40.0,8.0,2.4,37.0,A
368187640,CASEY LUCK,IMO0000000,WDM2390,30.0,24.0,8.0,4.0,52.0,B
368187930,ADRIENNE M MOORE,IMO101307049,WDM2420,57.0,207.0,23.0,2.8,57.0,A
368187940,LADY ANN,IMO0000000,WDM2421,60.0,18.0,7.0,4.0,52.0,B
368187950,INDEPENDENCE,IMO0000000,WDM2422,37.0,30.0,8.0,4.0,52.0,B
368187970,THE CROWN ROYAL,IMO0000000,WDM2424,37.0,34.0,8.0,4.0,52.0,B
368188280,HERITAGE,,WDM2457,30.0,28.0,9.0,0.0,30.0,A
368188310,LAURA S,,WDM2459,31.0,42.0,17.0,0.6,31.0,A
368188390,CAPT.PETER,IMO8975756,WDM2467,30.0,30.0,7.0,0.0,30.0,A
368188410,M/V CAMELOT,IMO0000000,WDM2469,37.0,18.0,4.0,4.0,52.0,B
368188430,WIND QUEEN,IMO0000000,WDM2471,36.0,12.0,7.0,4.0,52.0,B
368188450,NALADHU,IMO0000000,,37.0,16.0,6.0,4.0,52.0,B
368188690,BLUESURROUND,IMO0000000,WDM2495,36.0,15.0,5.0,4.0,52.0,B
368188750,LEYENDA 2,IMO0000000,WDM2500,37.0,10.0,3.0,4.0,52.0,B
368188830,ANITA D,,WDM2511,30.0,20.0,7.0,3.2,30.0,A
368188920,ZEPHYR,IMO8842260,WDM2521,57.0,25.0,9.0,2.7,57.0,A
368189000,HARVEY GAMAGE,,WDE6354,60.0,28.0,7.0,4.0,52.0,B
368189130,LODESTAR,IMO0000000,,37.0,24.0,6.0,4.0,52.0,B
368189190,DUKE,IMO9264623,WDM2550,79.0,0.0,0.0,3.9,79.0,A
368189460,SALTY DOG,IMO0000000,WDM2578,37.0,15.0,5.0,4.0,52.0,B
368189830,MAGGIE,IMO0000000,WDM2613,36.0,10.0,2.0,4.0,52.0,B
368190090,ELIJAH S,,WDM2640,0.0,10.0,8.0,0.0,0.0,A
368190460,RUBY,IMO0000000,WDM2679,37.0,11.0,2.0,4.0,52.0,B
368190530,PEARL,IMO0000000,WDM2685,36.0,13.0,4.0,4.0,52.0,B
368190590,BEAUTIFUL DAY,,WDM2693,37.0,0.0,0.0,2.0,37.0,A
368190690,DEALER SHIP,IMO0000000,WDM2707,37.0,61.0,8.0,4.0,52.0,B
368190870,IMPULSIVE DECISION,IMO0000000,WDM2726,37.0,0.0,0.0,4.0,52.0,B
368191530,SUSAN LEIGH,IMO0000000,WDM2812,30.0,27.0,8.0,4.0,52.0,B
368191690,CHARLOTTE ANN,IMO9025390,WDM2831,37.0,37.0,7.0,0.0,37.0,A
368191710,5 MINUTE WALK,IMO0000000,WDM2832,37.0,15.0,5.0,4.0,52.0,B
368191810,CARPE DIEM,IMO0000000,WDM2845,37.0,11.0,2.0,4.0,52.0,B
368191980,AZZURRA,IMO0000000,WDM2865,37.0,20.0,6.0,4.0,52.0,B
368192060,DOG STAR II,IMO0000000,WDM2873,37.0,14.0,4.0,4.0,52.0,B
368192230,NEIL MARTIN,,WDM2889,57.0,24.0,10.0,3.0,57.0,A
368192240,BAILEY B,,WDM2890,57.0,113.0,18.0,3.1,57.0,A
368192510,SUNDAY MORNING,,WDM2920,37.0,21.0,7.0,2.1,37.0,A
368192680,DITCH DIGGER,IMO0000000,,37.0,20.0,6.0,4.0,52.0,B
368193060,BRAVO ZULU,IMO0000000,WDM2973,37.0,33.0,8.0,4.0,52.0,B
368193180,INTRA RECOIL,,WDM2987,57.0,23.0,7.0,2.8,57.0,A
368193290,PERCEPTION,IMO0000000,,36.0,13.0,8.0,4.0,52.0,B
368193410,YADA YADA,IMO0000000,WDM3014,36.0,4.0,2.0,4.0,52.0,B
368193690,CATHERINE MARIE,IMO0000000,WDM3049,37.0,21.0,8.0,4.0,52.0,B
368193830,ROCK HALL,IMO1294623,WDM3063,52.0,30.0,10.0,3.0,52.0,A
368194070,SOUTHERN CROSS,IMO0000000,WDM3091,37.0,23.0,7.0,4.0,52.0,B
368194090,24/7,IMO0000000,WDM3093,37.0,19.0,6.0,4.0,52.0,B
368194140,SHARON MAE,IMO0000000,WDM3099,30.0,14.0,6.0,4.0,52.0,B
368194250,BRENDAN K,IMO100588835,WDM3109,52.0,20.0,8.0,2.2,52.0,A
368194280,FAYE RENAE,IMO0000000,,30.0,15.0,6.0,4.0,52.0,B
368194320,ODESSEY,IMO0000000,,37.0,14.0,5.0,4.0,52.0,B
368194340,THOMAS DESMOND,IMO0000000,WDM3117,33.0,77.0,16.0,4.0,52.0,B
368194360,LEGACY II,IMO0000000,WDM3120,37.0,18.0,6.0,4.0,52.0,B
368194460,APOLLO,,WDM3133,52.0,30.0,11.0,5.3,52.0,A
368194470,RAIS N CAIN,IMO0000000,WDM3134,37.0,31.0,14.0,4.0,52.0,B
368194520,DANCES WITH WINDS,IMO0000000,WDM3138,37.0,13.0,9.0,4.0,52.0,B
368194530,WANDERLUST,IMO0000000,WDM3139,37.0,14.0,4.0,4.0,52.0,B
368194570,LIL T N WILLY,IMO0000000,WDM3143,30.0,22.0,4.0,4.0,52.0,B
368194650,CASCADIA,IMO0000000,WDM3151,36.0,12.0,4.0,4.0,52.0,B
368194870,SABABA,IMO0000000,WDM3174,37.0,12.0,5.0,4.0,52.0,B
368194910,SOJOURNER,IMO0000000,WDM3177,36.0,14.0,4.0,4.0,52.0,B
368195460,HORIZON,IMO0000000,WDM3234,36.0,10.0,4.0,4.0,52.0,B
368195880,LADY TIFFANY,IMO0000000,WDM3283,30.0,28.0,8.0,4.0,52.0,B
368196090,DIDAPPER 55,IMO0000000,WDM3305,33.0,17.0,11.0,4.0,52.0,B
368196210,ALAINA,IMO0000000,WDM3318,36.0,13.0,4.0,4.0,52.0,B
368196320,RACHAEL ALLEN,,WDM3329,52.0,30.0,10.0,5.7,52.0,A
368196410,C-CONSTRUCTOR,IMO9763746,WDM3339,29.0,97.0,40.0,6.0,29.0,A
368196520,SWIFT,,WDM3350,37.0,21.0,6.0,2.2,37.0,A
368196580,OUR DASH,IMO0000000,WDM3357,37.0,14.0,4.0,4.0,52.0,B
368196970,ALEXANDRIA,IMO0000000,WDM3407,37.0,12.0,4.0,4.0,52.0,B
368197370,7 LONG,IMO0000000,WDM3452,30.0,0.0,0.0,4.0,52.0,B
368197440,MARCELLA G GONDRAN,,WDM3461,52.0,32.0,10.0,0.0,52.0,A
368197450,NEREUS,,WDM3462,37.0,32.0,8.0,2.0,37.0,A
368197760,MIAMI,IMO8770895,WDM4006,99.0,45.0,30.0,3.0,99.0,A
368197950,SECOND WIND,IMO0000000,,36.0,13.0,8.0,4.0,52.0,B
368197970,MAGNOLIA,IMO0000000,WDM3522,37.0,43.0,6.0,4.0,52.0,B
368198010,ISLA MIA,IMO0000000,WDM3525,36.0,11.0,3.0,4.0,52.0,B
368198030,TICK TOCK,IMO0000000,WMD3528,37.0,15.0,4.0,4.0,52.0,B
368198210,BEN HAYS,,WDM3545,52.0,24.0,10.0,3.1,52.0,A
368198310,BRENDA S,IMO0000168,WDM3555,0.0,36.0,8.0,3.0,0.0,A
368198390,EASIEST CHILD,IMO0000000,WDM3567,37.0,27.0,10.0,4.0,52.0,B
368198430,MY BABY,IMO0000000,WDM3570,37.0,20.0,8.0,4.0,52.0,B
368198580,URSA,IMO0000000,WDM3588,36.0,11.0,3.0,4.0,52.0,B
368198650,MATRIESA,IMO0000000,WDM3595,50.0,12.0,3.0,4.0,52.0,B
368198810,JULIE F,IMO7398573,WDM3613,31.0,33.0,10.0,4.2,31.0,A
368198910,BANDIT,IMO0000000,WDM3624,37.0,15.0,6.0,4.0,52.0,B
368198930,SILK,IMO0000000,WDM3626,37.0,12.0,4.0,4.0,52.0,B
368199080,GRACE ON WATER,IMO0000000,WDM3641,37.0,22.0,6.0,4.0,52.0,B
368199660,LADY DIANNE,IMO0000000,WDM3702,37.0,20.0,6.0,4.0,52.0,B
368199730,ORION,IMO0000000,WDM3708,37.0,27.0,6.0,4.0,52.0,B
368199740,MARGARET K,IMO0691907,WDM3709,31.0,0.0,0.0,0.0,31.0,A
368199810,CAROLINE,IMO0641705,WDM3715,52.0,0.0,0.0,0.0,52.0,A
368199820,POMPINA,IMO0000000,WDM3716,37.0,24.0,6.0,4.0,52.0,B
368200210,VICTORY LANE,IMO0000000,WDM3757,37.0,30.0,8.0,4.0,52.0,B
368200240,PACIFIC MOON,IMO0000000,WDM3761,34.0,16.0,6.0,4.0,52.0,B
368200390,BOWLING GREEN,IMO1243640,WDM3779,57.0,236.0,17.0,3.1,57.0,A
368200430,KRAKEN   ( TVA  ),,WDM3782,31.0,20.0,8.0,0.0,31.0,A
368200560,PAMINA,IMO0000000,WDM3798,37.0,0.0,0.0,4.0,52.0,B
368200880,GEORGE LEAVELL SR.,,WDM3834,56.0,31.0,8.0,0.0,56.0,A
368201030,MISS GENEVIEVE,IMO9564962,WDM3851,57.0,287.0,18.0,2.8,57.0,A
368201040,SANS SOUCI,IMO0000000,WDM3852,36.0,14.0,4.0,4.0,52.0,B
368201060,JENNA D,,WDM3854,31.0,19.0,8.0,2.4,31.0,A
368201160,BETSY WEPFER,,WDM3863,32.0,18.0,18.0,0.0,32.0,A
368201170,BLUE RUSH,IMO0000000,WDM3864,37.0,0.0,0.0,4.0,52.0,B
368201210,GW DUNN,IMO9565581,WDM3867,52.0,18.0,8.0,0.0,52.0,A
368201230,DAT THINH,IMO0000000,WDM3869,30.0,27.0,8.0,0.0,30.0,A
368201310,DNICE,,WDM3878,200.0,28.0,8.0,2.4,0.0,A
368201460,GIGI,IMO0000000,WDM3895,37.0,15.0,5.0,4.0,52.0,B
368201480,KINANI H,IMO8023876,WDM3897,31.0,35.0,10.0,4.7,31.0,A
368201570,LAURA M,,WDM3908,57.0,89.0,12.0,3.1,57.0,A
368201590,BLUE HAVEN,IMO0000000,WDM3911,37.0,11.0,4.0,4.0,52.0,B
368201690,MEANT TO SEA,IMO0000000,WDM3922,37.0,15.0,5.0,4.0,52.0,B
368202030,SECOND WIND,IMO0000000,,37.0,12.0,4.0,4.0,52.0,B
368202180,LILIBET,IMO0000000,WDM3973,36.0,12.0,4.0,4.0,52.0,B
368202230,SAGA,IMO0000000,WDM3978,36.0,13.0,4.0,4.0,52.0,B
368202290,MAKAE,IMO0000000,WDM3985,36.0,0.0,0.0,4.0,52.0,B
368202310,OSPREY,IMO0000000,WDM3987,37.0,13.0,4.0,4.0,52.0,B
368202320,CASEY GIRL,IMO0000000,WDM3988,37.0,15.0,4.0,4.0,52.0,B
368202440,IWA KAI,IMO0000000,WDM4000,37.0,0.0,0.0,4.0,52.0,B
368202480,KIMBERLY K,,WDM4011,30.0,47.0,11.0,0.0,30.0,A
368202610,ESCAPADE,,WDM4020,37.0,0.0,0.0,0.0,37.0,A
368202660,ELUSIVE,IMO0000000,WMD4029,37.0,10.0,4.0,4.0,52.0,B
368203010,PATCHAREE,IMO0000000,WDM4065,37.0,21.0,4.0,4.0,52.0,B
368203080,RIP RAP,IMO0000000,WDM4074,37.0,25.0,7.0,4.0,52.0,B
368203220,COPACETIC,IMO0000000,WDM4088,37.0,11.0,4.0,4.0,52.0,B
368203320,KAINOA,IMO0000000,WDM4097,37.0,19.0,5.0,4.0,52.0,B
368203470,CAPT VIC,,WDM4114,60.0,13.0,5.0,0.0,60.0,A
368203490,MS LEAH,IMO0000160,WDM4116,69.0,13.0,6.0,1.7,69.0,A
368203570,KRAZYSALTS,IMO0000000,WDM4124,37.0,24.0,6.0,4.0,52.0,B
368203650,JOHN PASENTINE II,,WDM4132,31.0,37.0,11.0,3.0,31.0,A
368203670,ERIC BRUMFIELD,,WDM4134,31.0,23.0,11.0,3.1,31.0,A
368203780,DREAM RACER 2,IMO0000000,WDM4150,37.0,10.0,3.0,4.0,52.0,B
368203810,YUKON,IMO0000000,WDM4152,36.0,15.0,5.0,4.0,52.0,B
368203890,DEEP PROMOCEAN,IMO0000000,WDM4160,37.0,20.0,6.0,4.0,52.0,B
368204540,SHIPLET,IMO0000000,WDM4235,37.0,13.0,4.0,4.0,52.0,B
368204760,WHATIF,IMO0000000,WDM4260,36.0,21.0,8.0,4.0,52.0,B
368204860,FELINA,IMO0000000,WDM4269,37.0,28.0,7.0,4.0,52.0,B
368204880,L' AMITIE,IMO0000000,WDM4271,36.0,15.0,7.0,4.0,52.0,B
368204960,HOMERS ODYSSEY,IMO0000000,WDM4280,36.0,12.0,4.0,4.0,52.0,B
368205110,DAVE B FATE,,WDM4296,52.0,33.0,10.0,3.1,57.0,A
368205140,AMERICAN MELODY,,,60.0,100.0,17.0,2.2,60.0,A
368205160,EVERMOOR,IMO0000000,WDM4302,36.0,12.0,4.0,4.0,52.0,B
368205540,SCORPIO_2,IMO0000000,WDM4345,37.0,26.0,8.0,4.0,52.0,B
368205740,ALSEPHINA,IMO0000000,WDM4366,37.0,12.0,4.0,4.0,52.0,B
368205880,NICHOLAS VETO,,WDM4383,57.0,19.0,9.0,2.1,57.0,A
368205920,ARTEMIS,IMO0000000,WDM4386,36.0,13.0,5.0,4.0,52.0,B
368206120,NEW LEDGE,IMO0000000,WDM4404,31.0,14.0,5.0,4.0,52.0,B
368206160,BT213 QUARTER BOAT,,WDM4408,0.0,47.0,14.0,0.0,0.0,A
368206360,COMMANDER,,WDM4430,40.0,43.0,13.0,1.7,40.0,A
368206640,BLUE HEAVEN,IMO0000000,WDM4461,37.0,11.0,4.0,4.0,52.0,B
368206680,GALILEE,IMO0000001,WDM4467,30.0,25.0,7.0,0.4,30.0,A
368206920,SEA SUITE,IMO0000000,WDM4493,37.0,0.0,0.0,4.0,52.0,B
368207090,CAPT. BOB MOORE,,WDM4514,50.0,18.0,6.0,0.0,50.0,A
368207240,LIBERTY I,IMO0000000,WDM4527,30.0,0.0,0.0,4.0,52.0,B
368207380,ANNAVAL,IMO0000000,WDM4543,37.0,20.0,6.0,4.0,52.0,B
368207390,GADABOUT,IMO0000000,WDM4545,37.0,11.0,5.0,4.0,52.0,B
368207410,MISS LISA,IMO0000000,WDM4546,37.0,15.0,5.0,4.0,52.0,B
368207430,WRIGLEY,IMO0000000,WDM4548,37.0,25.0,6.0,4.0,52.0,B
368207550,ABBENTURES 3,IMO0000000,WDM4559,37.0,0.0,0.0,4.0,52.0,B
368207840,AMPARO,IMO0000000,WDM4590,37.0,0.0,0.0,4.0,52.0,B
368207980,SPLIT CROW,IMO0000000,WDM4604,36.0,19.0,4.0,4.0,52.0,B
368208110,FULL CIRCLE,IMO0000000,WDM4616,37.0,28.0,7.0,4.0,52.0,B
368208150,CLASSEA,IMO0000000,WDM4620,37.0,11.0,4.0,4.0,52.0,B
368208250,TOM CORNWELL,,WDM4631,57.0,207.0,23.0,3.0,52.0,A
368208480,FLIP A COIN,IMO0000000,WDM4655,37.0,24.0,7.0,4.0,52.0,B
368208710,ITINERIS,IMO0000000,WDM4678,37.0,13.0,4.0,4.0,52.0,B
368208720,SEA GYPSY,IMO0000000,WDM4679,37.0,12.0,4.0,4.0,52.0,B
368208950,BOTTOM FEEDER,IMO0000000,WDM4703,37.0,13.0,4.0,4.0,52.0,B
368209020,SOURCE OF WANDER,IMO0000000,WDM4711,36.0,15.0,8.0,4.0,52.0,B
368209090,BURLY HILLBILLY,IMO0000000,,37.0,20.0,6.0,4.0,52.0,B
368209110,PATRONA,IMO0000000,WDM4720,37.0,15.0,6.0,4.0,52.0,B
368209120,JOYFUL 1,IMO0000000,WDM4721,37.0,0.0,0.0,4.0,52.0,B
368209160,BEAR DEN,IMO0000000,WDM4726,37.0,14.0,4.0,4.0,52.0,B
368209480,TACOCAT,IMO0000000,WDM4757,37.0,12.0,5.0,4.0,52.0,B
368209740,LADY AUBRIANNA,IMO0000000,WDM4783,30.0,28.0,8.0,4.0,52.0,B
368209790,OVER EASY,IMO0000000,,37.0,0.0,0.0,4.0,52.0,B
368209810,EMILY,IMO9915703,WDM4790,31.0,31.0,12.0,0.0,31.0,A
368209860,JACK,IMO9915715,WDM4796,52.0,30.0,12.0,5.7,52.0,A
368209870,MATTHEW,IMO9915727,WDM4798,31.0,30.0,13.0,0.0,31.0,A
368209880,MORGAN,IMO9915739,WDM4799,52.0,30.0,12.0,6.0,52.0,A
368209950,WILD BILL,IMO0000000,WDM4808,37.0,54.0,14.0,4.0,52.0,B
368210000,RISK TAKER,IMO0000000,WDM8278,37.0,32.0,6.0,4.0,52.0,B
368210220,REEL TIME,IMO0000000,WDM4836,37.0,18.0,6.0,4.0,52.0,B
368210340,OTTO,IMO1307459,WDM4850,52.0,22.0,10.0,0.0,52.0,A
368210430,COMPASS ROSE,IMO0000000,WDM4859,37.0,17.0,3.0,4.0,52.0,B
368210860,PENNY LANE,IMO0000000,WDM4908,36.0,10.0,5.0,4.0,52.0,B
368210940,ANNIE MOORE,,WDM4917,60.0,23.0,7.0,0.0,60.0,A
368210950,CHRIS MILLER,IMO1307034,WDM4918,52.0,24.0,12.0,2.7,57.0,A
368211000,SANTA BARBARA,IMO7832220,WUU9211,30.0,25.0,7.0,4.0,52.0,B
368211010,SUNSET,IMO0000000,WDM4924,37.0,12.0,4.0,4.0,52.0,B
368211260,OVERRIDE,IMO0000000,WDM4958,37.0,30.0,6.0,4.0,52.0,B
368211620,NEVER SETTLE,IMO0000000,WDM5000,37.0,29.0,8.0,4.0,52.0,B
368211640,MAHO,IMO0000000,WDM5002,36.0,13.0,7.0,4.0,52.0,B
368211650,SALUT,IMO0000000,WDM5003,36.0,14.0,5.0,4.0,52.0,B
368211680,SERENE BLUE,IMO0000000,WDM5006,36.0,12.0,9.0,4.0,52.0,B
368211850,REUNITED,IMO0000000,WDM5025,36.0,13.0,8.0,4.0,52.0,B
368211910,SOLA,IMO0000000,WDM5031,36.0,11.0,4.0,4.0,52.0,B
368211990,J ARNOLD WITTE,,WDM5041,52.0,23.0,8.0,3.0,52.0,A
368212120,SILHOULETT,IMO0000000,,37.0,28.0,6.0,4.0,52.0,B
368212210,GRADY RAY,IMO8891493,WDM5062,0.0,0.0,0.0,0.0,0.0,A
368212230,NIKE,,WDM5064,52.0,30.0,14.0,0.0,52.0,A
368212360,AGILITY,IMO0000000,WDM5078,37.0,12.0,5.0,4.0,52.0,B
368212490,SPARTAN,,WDM5091,52.0,30.0,13.0,0.0,52.0,A
368212540,ZEPHYR,IMO0000000,WDM5099,36.0,16.0,8.0,4.0,52.0,B
368212550,ISLAND RUNNER,IMO0000000,WDM5101,37.0,15.0,7.0,4.0,52.0,B
368212560,BOUDICCA 3.0,IMO0000000,WDM5102,36.0,13.0,5.0,4.0,52.0,B
368212570,SIN,IMO0000000,WDM5103,36.0,16.0,8.0,4.0,52.0,B
368212720,ARIE,IMO0000000,WDM5116,37.0,0.0,0.0,4.0,52.0,B
368212770,485 ILANDPACKET,IMO0000000,WDMS121,37.0,15.0,4.0,4.0,52.0,B
368212870,KAHOLO,IMO0000000,WDM5131,36.0,15.0,4.0,4.0,52.0,B
368212910,HOLOKAI,IMO0000000,WDM5134,36.0,16.0,5.0,4.0,52.0,B
368212950,EMILY W,,WDM5138,9.0,16.0,6.0,2.0,9.0,A
368213040,CITATION,IMO1217082,WDM5147,57.0,206.0,11.0,3.0,52.0,A
368213090,CALIFORNIA CHROME,IMO1292966,WDM5153,57.0,22.0,9.0,2.8,57.0,A
368213150,LITTLE LATITUDES,IMO0000000,WDM5159,37.0,0.0,0.0,4.0,52.0,B
368213250,JOURNEY,IMO0000000,WDM5170,37.0,24.0,12.0,4.0,52.0,B
368213790,LA SIRENE,IMO0000000,WDM5225,36.0,13.0,4.0,4.0,52.0,B
368213880,ROAM,IMO0000000,WDM5233,37.0,19.0,6.0,4.0,52.0,B
368214070,AMADEUS,IMO0000000,WDM5252,37.0,14.0,4.0,4.0,52.0,B
368214170,BUD GOLDING,,WDM5261,57.0,115.0,34.0,3.4,52.0,A
368214190,ERIN M BROOKS,IMO1279899,WDM8018,52.0,26.0,10.0,0.0,57.0,A
368214210,AURORA,IMO0000000,WDM5264,36.0,14.0,8.0,4.0,52.0,B
368214290,KARMA 3.0,IMO0000000,WDM5274,37.0,16.0,5.0,4.0,52.0,B
368214340,PROXIMITY,IMO0000000,WDM5278,37.0,0.0,0.0,4.0,52.0,B
368214420,AESTHETIC,IMO0000000,WDM5285,37.0,21.0,5.0,4.0,52.0,B
368214440,DETERMINATION,IMO0000000,WDM5287,36.0,13.0,6.0,4.0,52.0,B
368214730,NED BROOKS,,WDM5318,57.0,26.0,10.0,3.0,57.0,A
368214750,PULLIN WIRE,IMO0000000,WDM5320,37.0,15.0,24.0,4.0,52.0,B
368214850,SEAGILLS,IMO0000000,WDM5331,36.0,15.0,4.0,4.0,52.0,B
368214980,LITTLE WING,IMO0000000,WDM5344,36.0,14.0,4.0,4.0,52.0,B
368215010,NOMIS,IMO0000000,WDM5346,37.0,11.0,4.0,4.0,52.0,B
368215040,GOD'S GRACE,IMO0000000,WDM5350,30.0,23.0,7.0,4.0,52.0,B
368215070,CHECKMATEII,IMO0000000,,37.0,10.0,4.0,4.0,52.0,B
368215080,POMPINA 2,IMO0000000,WDM5354,37.0,12.0,4.0,4.0,52.0,B
368215420,CORSAIR,IMO0000000,WDM5387,37.0,9.0,4.0,4.0,52.0,B
368215450,LEGACY,IMO0000000,WDM5390,36.0,12.0,4.0,4.0,52.0,B
368215640,CAPT.TKJ,,WDM5409,31.0,16.0,10.0,2.5,31.0,A
368215660,LAURA BLESSEY TODD,,WDM5411,0.0,0.0,0.0,2.7,57.0,A
368215720,RUFUS E WALKER,IMO0000000,WDM5416,55.0,12.0,4.0,4.0,52.0,B
368215830,GRACE,IMO0000000,WDM5426,36.0,12.0,4.0,4.0,52.0,B
368215840,EL PATRON,IMO0000000,WDM5427,37.0,10.0,4.0,4.0,52.0,B
368215990,EVENSTAR,IMO0000000,,36.0,12.0,4.0,4.0,52.0,B
368216060,SOUL BOUND,IMO0000000,WDM5452,36.0,12.0,4.0,4.0,52.0,B
368216190,FOLLOWING SEAS,IMO0000000,WDM5465,37.0,18.0,5.0,4.0,52.0,B
368216230,KYLE SMITH,IMO1308580,WDM5469,57.0,24.0,10.0,3.0,57.0,A
368216610,GUSTO,,WDM5512,37.0,26.0,6.0,2.3,37.0,A
368216620,LA DULCE VIDA,IMO0000000,WDM5513,37.0,24.0,6.0,4.0,52.0,B
368216630,UNICORN,IMO0000000,WDM5541,37.0,19.0,6.0,4.0,52.0,B
368216660,SV HANAVAVE,IMO0000000,,37.0,0.0,0.0,4.0,52.0,B
368216870,SUMMERTIME,IMO0000000,,37.0,16.0,6.0,4.0,52.0,B
368216940,KALANI,IMO0000000,WDM5544,37.0,11.0,6.0,4.0,52.0,B
368216950,MEGA WACHT,IMO0000000,WDM5545,37.0,13.0,4.0,4.0,52.0,B
368217060,LA PALOMA,IMO0000000,WDM5557,36.0,13.0,6.0,4.0,52.0,B
368217210,DROPPING IN,,,37.0,17.0,6.0,1.3,37.0,A
368217370,MISS TERRI,,WDM5592,31.0,24.0,11.0,3.0,31.0,A
368217380,MFS SHIFTER,,WDM5593,31.0,17.0,8.0,2.1,31.0,A
368217490,ANDREW MORAN,IMO1317731,WDM5606,52.0,26.0,11.0,5.0,52.0,A
368217520,MILK RUN,IMO0000000,WDM5608,37.0,13.0,3.0,4.0,52.0,B
368217570,DOROTHY DAY,,,0.0,0.0,0.0,0.0,0.0,A
368217630,SHADOWFAX,IMO0000000,WDM5619,37.0,12.0,2.0,4.0,52.0,B
368217650,SLAINTE,IMO0000000,WDM5621,36.0,11.0,5.0,4.0,52.0,B
368217830,ALTA LEVICA,IMO0000000,WDM5642,37.0,13.0,5.0,4.0,52.0,B
368217960,MAH NA MAH,IMO0000000,WDM5657,36.0,20.0,5.0,4.0,52.0,B
368217970,JANE ANNE,IMO0000000,WDM5658,36.0,11.0,3.0,4.0,52.0,B
368218080,MISS KEY WEST,IMO0000000,WDM5668,30.0,0.0,0.0,4.0,52.0,B
368218350,SHAILESH D,,WDM5698,57.0,40.0,10.0,0.0,57.0,A
368218450,KARMA,IMO0000000,WDM5708,36.0,12.0,5.0,4.0,52.0,B
368218480,2ND MORTGAGE,,WDM5712,37.0,14.0,4.0,1.6,37.0,A
368218540,STRIDER,IMO0000000,WDM5717,36.0,15.0,4.0,4.0,52.0,B
368218660,SERENDIPITY,IMO0000000,WDM5728,37.0,8.0,3.0,4.0,52.0,B
368218740,FAST BREAK,IMO0000000,WDM5737,37.0,6.0,6.0,4.0,52.0,B
368218770,GLORY DAYS,IMO0000000,WDM5741,36.0,12.0,2.0,4.0,52.0,B
368218980,DAVID R. SCHANOCK,IMO7939638,WDM5761,31.0,23.0,8.0,3.0,31.0,A
368218990,DARING,IMO1234646,WDM8128,31.0,22.0,8.0,2.5,31.0,A
368219000,COASTAL NAVIGATOR,IMO9010498,WCY9686,70.0,59.0,12.0,5.5,70.0,A
368219010,VENGEANCE,,WDM5765,57.0,23.0,7.0,2.9,57.0,A
368219290,STEVEN SIKES,,WDM5794,31.0,26.0,6.0,3.0,31.0,A
368219320,BELLE LA VIE,IMO0000000,WDM7596,37.0,16.0,5.0,4.0,52.0,B
368219510,STREAMRUNNER,IMO0000000,WDM5814,37.0,20.0,6.0,4.0,52.0,B
368219560,OLD SCHOOL,IMO0000000,WDM5822,37.0,11.0,4.0,4.0,52.0,B
368219740,VIATORI,IMO0000000,WDM5838,37.0,16.0,5.0,4.0,52.0,B
368219810,ADELINE,IMO0000000,WDM5846,36.0,16.0,4.0,4.0,52.0,B
368219850,SANCTUARY,IMO0000000,WDM5852,37.0,23.0,6.0,4.0,52.0,B
368219890,INDIGO,IMO0000000,WDM5857,37.0,0.0,0.0,4.0,52.0,B
368219910,MARMAC 302,IMO0000000,WDM5858,99.0,90.0,30.0,4.0,52.0,B
368219920,MARMAC 303,IMO0000000,WDM5859,99.0,90.0,30.0,4.0,52.0,B
368220120,MATTEN ONE,IMO0000000,,37.0,25.0,8.0,4.0,52.0,B
368220140,LECHOIX,IMO0000000,1318668,36.0,0.0,0.0,4.0,52.0,B
368220260,MAGIC CARPET,IMO0000000,WDM5895,37.0,13.0,5.0,4.0,52.0,B
368220360,BLUE BELLE,IMO0000000,WDM5906,37.0,10.0,4.0,4.0,52.0,B
368220470,CREWBOAT 4-DREDGE MC,IMO0000000,WDM5916,53.0,0.0,0.0,4.0,52.0,B
368220530,ESCAPE PLAN,IMO0000000,WDM5921,36.0,10.0,4.0,4.0,52.0,B
368220550,SUSAN ROSE,IMO9840805,WDM5923,52.0,122.0,21.0,4.9,57.0,A
368220710,CHARLES HUGHES,,WDM5939,0.0,29.0,10.0,3.1,31.0,A
368220840,ESCAPE,IMO0000000,WDM5953,37.0,24.0,7.0,4.0,52.0,B
368220860,CAPT LONNIE RYAN,,WDM5957,90.0,0.0,0.0,2.5,90.0,A
368220940,SAMANTHA TRUEHEART,IMO1281050,WDM5964,57.0,207.0,18.0,3.1,57.0,A
368220970,TANGLEWOOD,,WDM5967,37.0,20.0,6.0,0.0,37.0,A
368221140,GOLDILOCKS,IMO0000000,WDM5985,37.0,22.0,6.0,4.0,52.0,B
368221230,LIBERTE,IMO0000000,WDM5996,36.0,13.0,4.0,4.0,52.0,B
368221290,DRIFT AWAY,IMO0000000,WDM6003,37.0,12.0,4.0,4.0,52.0,B
368221370,VICKY JR,IMO0000000,WDM6013,37.0,3.0,2.0,4.0,52.0,B
368221480,AIR 2 AIR,IMO0000000,WDM6024,37.0,16.0,5.0,4.0,52.0,B
368221650,MAHAL,IMO0000000,WDM6041,37.0,13.0,4.0,4.0,52.0,B
368221670,EGRET,IMO0000000,WDM6044,37.0,12.0,4.0,4.0,52.0,B
